;meshterms;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
180;predictive value of tests;0.005494505494505495;0.0;0.005319148936170213;0.006756756756756757;0.005747126436781609;0.0;0.004878048780487805;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.03661846827156715;0.0;0.002632077156540293;0.0036618468271567154;0.006756756756756757
181;culture;0.005494505494505495;0.006329113924050633;0.005319148936170213;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.008298755186721992;0.0;0.0;0.03606669875871775;0.0;0.0032344345718641793;0.003606669875871775;0.008298755186721992
182;politics;0.005494505494505495;0.012658227848101266;0.0;0.013513513513513514;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.03581562444948127;0.0;0.005395232559143386;0.003581562444948127;0.013513513513513514
183;patient care team;0.0;0.012658227848101266;0.010638297872340425;0.006756756756756757;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.03580040891398006;0.0;0.0049879901339183715;0.003580040891398006;0.012658227848101266
184;blood group incompatibility;0.01098901098901099;0.0;0.005319148936170213;0.006756756756756757;0.0;0.012578616352201259;0.0;0.0;0.0;0.0;0.0;0.03564353303413922;0.0;0.005009778376247248;0.0035643533034139217;0.012578616352201259
185;histocompatibility;0.005494505494505495;0.012658227848101266;0.0;0.0;0.0;0.006289308176100629;0.0;0.010752688172043012;0.0;0.0;0.0;0.035194729690750395;0.0;0.0049635238752574725;0.0035194729690750395;0.012658227848101266
186;california;0.01098901098901099;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.010752688172043012;0.004149377593360996;0.004273504273504274;0.0;0.035042629808407076;0.0;0.00438248544582303;0.0035042629808407074;0.01098901098901099
187;religion;0.005494505494505495;0.0;0.0;0.013513513513513514;0.0;0.006289308176100629;0.0;0.005376344086021506;0.004149377593360996;0.0;0.00641025641025641;0.03482304886350214;0.0;0.004437441359507734;0.003482304886350214;0.013513513513513514
188;ethics committees;0.01098901098901099;0.0;0.0;0.0;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.0;0.0;0.0;0.0;0.034192802558481665;0.0;0.004931643847613207;0.0034192802558481667;0.012578616352201259
189;medicare;0.0;0.006329113924050633;0.0;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.03414973166753843;0.0;0.003031108736795959;0.003414973166753843;0.006756756756756757
190;randomized controlled trials as topic;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.014634146341463415;0.0;0.0;0.01282051282051282;0.01282051282051282;0.03378377308602687;0.0;0.005816137882316915;0.003378377308602687;0.014634146341463415
191;vulnerable populations;0.0;0.006329113924050633;0.0;0.0;0.011494252873563218;0.006289308176100629;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.03376252333324026;0.0;0.004012591928240018;0.0033762523333240257;0.011494252873563218
192;quality of health care;0.0;0.0;0.005319148936170213;0.013513513513513514;0.0;0.006289308176100629;0.0;0.0;0.0;0.008547008547008548;0.0;0.03366897917279291;0.0;0.004832242744407154;0.0033668979172792905;0.013513513513513514
193;pediatrics;0.0;0.0;0.005319148936170213;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.004878048780487805;0.0;0.0;0.004273504273504274;0.0;0.03326389335980129;0.0;0.0029428162140053256;0.003326389335980129;0.006756756756756757
194;clinical protocols;0.0;0.0;0.005319148936170213;0.0;0.005747126436781609;0.006289308176100629;0.004878048780487805;0.010752688172043012;0.0;0.0;0.0;0.03298632050158327;0.0;0.003822217707419142;0.003298632050158327;0.010752688172043012
195;interpersonal relations;0.0;0.0;0.005319148936170213;0.013513513513513514;0.005747126436781609;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.03287854407318733;0.0;0.00476919894015896;0.0032878544073187328;0.013513513513513514
196;multivariate analysis;0.0;0.006329113924050633;0.0;0.013513513513513514;0.0;0.012578616352201259;0.0;0.0;0.0;0.0;0.0;0.03242124378976541;0.0;0.005535547900131464;0.003242124378976541;0.013513513513513514
197;immunosuppression;0.005494505494505495;0.006329113924050633;0.0;0.0;0.0;0.0;0.00975609756097561;0.010752688172043012;0.0;0.0;0.00641025641025641;0.03233240515157475;0.0;0.004428576068478104;0.003233240515157475;0.010752688172043012
198;norway;0.0;0.0;0.015957446808510637;0.0;0.0;0.006289308176100629;0.0;0.005376344086021506;0.004149377593360996;0.0;0.0;0.03177247666399377;0.0;0.005157183649883102;0.003177247666399377;0.015957446808510637
199;asia;0.005494505494505495;0.0;0.0;0.0;0.011494252873563218;0.006289308176100629;0.0;0.0;0.004149377593360996;0.004273504273504274;0.00641025641025641;0.03170094841103461;0.0;0.0038994016244172556;0.003170094841103461;0.011494252873563218
200;program evaluation;0.0;0.006329113924050633;0.005319148936170213;0.006756756756756757;0.0;0.0;0.004878048780487805;0.0;0.008298755186721992;0.0;0.0;0.0315818235841874;0.0;0.003446871847574915;0.0031581823584187403;0.008298755186721992
201;mexico;0.0;0.012658227848101266;0.0;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.03145141921774026;0.0;0.004466544484121685;0.0031451419217740258;0.012658227848101266
202;mental health;0.0;0.006329113924050633;0.005319148936170213;0.013513513513513514;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.03145108454983499;0.0;0.00461404138769864;0.0031451084549834986;0.013513513513513514
203;transplantation immunology;0.01098901098901099;0.006329113924050633;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.03136400653656522;0.0;0.004273233941994758;0.0031364006536565223;0.01098901098901099
204;counseling;0.005494505494505495;0.0;0.010638297872340425;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.008547008547008548;0.00641025641025641;0.030969120089955098;0.0;0.004217174999290814;0.00309691200899551;0.010638297872340425
205;republic of korea;0.005494505494505495;0.0;0.0;0.013513513513513514;0.011494252873563218;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.03050227188158223;0.0;0.0052902806923712424;0.003050227188158223;0.013513513513513514
206;latin america;0.0;0.0189873417721519;0.0;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.029612516989421314;0.0;0.006052124085465096;0.0029612516989421314;0.0189873417721519
207;heart arrest;0.005494505494505495;0.006329113924050633;0.0;0.0;0.011494252873563218;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.029607180468219974;0.0;0.004140075235767938;0.0029607180468219974;0.011494252873563218
208;austria;0.0;0.006329113924050633;0.0;0.006756756756756757;0.005747126436781609;0.006289308176100629;0.0;0.0;0.004149377593360996;0.0;0.0;0.02927168288705062;0.0;0.0031592983935641128;0.002927168288705062;0.006756756756756757
209;postoperative complications;0.0;0.0;0.015957446808510637;0.0;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.004273504273504274;0.0;0.02925837745586371;0.0;0.005036647657191471;0.002925837745586371;0.015957446808510637
210;capital punishment;0.016483516483516484;0.006329113924050633;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.029101938583667747;0.0;0.00544290683292567;0.0029101938583667745;0.016483516483516484
211;pregnancy outcome;0.0;0.0;0.0;0.013513513513513514;0.005747126436781609;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.028910488309820903;0.0;0.004462570146799998;0.0028910488309820902;0.013513513513513514
212;commodification;0.01098901098901099;0.006329113924050633;0.0;0.0;0.011494252873563218;0.0;0.0;0.0;0.0;0.0;0.0;0.028812377786624842;0.0;0.004829522443951862;0.0028812377786624844;0.011494252873563218
213;awareness;0.0;0.0;0.0;0.013513513513513514;0.005747126436781609;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.0;0.028786361629677626;0.0;0.004458468325886438;0.0028786361629677625;0.013513513513513514
214;advance directives;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.004878048780487805;0.0;0.008298755186721992;0.008547008547008548;0.0;0.028480569270975104;0.0;0.0038043181886829873;0.0028480569270975106;0.008547008547008548
215;biomedical research;0.005494505494505495;0.006329113924050633;0.0;0.006756756756756757;0.005747126436781609;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.02847688020545549;0.0;0.0030741676675121684;0.002847688020545549;0.006756756756756757
216;transplantation;0.0;0.006329113924050633;0.010638297872340425;0.0;0.011494252873563218;0.0;0.0;0.0;0.0;0.0;0.0;0.028461664669954277;0.0;0.004764944656635332;0.002846166466995428;0.011494252873563218
217;chronic disease;0.005494505494505495;0.006329113924050633;0.0;0.0;0.005747126436781609;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.028133558304942637;0.0;0.003017454073902213;0.0028133558304942637;0.006329113924050633
218;patient advocacy;0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.006289308176100629;0.00975609756097561;0.0;0.0;0.0;0.0;0.02812131143000321;0.0;0.003794778994795296;0.002812131143000321;0.00975609756097561
219;medical futility;0.0;0.0;0.005319148936170213;0.006756756756756757;0.011494252873563218;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.02784366283999446;0.0;0.004038713204550368;0.0027843662839994463;0.011494252873563218
220;family relations;0.005494505494505495;0.0;0.0;0.0;0.011494252873563218;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.027741446540111726;0.0;0.004725450678823877;0.0027741446540111726;0.011494252873563218
221;withholding treatment;0.016483516483516484;0.0;0.005319148936170213;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.027549791856468307;0.0;0.005345091416060593;0.0027549791856468307;0.016483516483516484
222;postoperative period;0.0;0.0;0.0;0.0;0.005747126436781609;0.012578616352201259;0.004878048780487805;0.0;0.0;0.004273504273504274;0.0;0.027477295842974946;0.0;0.004187402690245271;0.0027477295842974945;0.012578616352201259
223;physicians;0.005494505494505495;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.027220259546958246;0.0;0.00292898085102178;0.0027220259546958244;0.006756756756756757
224;social perception;0.0;0.006329113924050633;0.0;0.0;0.0;0.012578616352201259;0.0;0.0;0.008298755186721992;0.0;0.0;0.027206485462973884;0.0;0.004632365905283782;0.0027206485462973884;0.012578616352201259
225;genotype;0.0;0.0;0.0;0.0;0.0;0.012578616352201259;0.004878048780487805;0.005376344086021506;0.0;0.004273504273504274;0.00641025641025641;0.027106513492214844;0.0;0.004159441153398676;0.0027106513492214843;0.012578616352201259
226;belgium;0.0;0.012658227848101266;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.008547008547008548;0.00641025641025641;0.02695236283189142;0.0;0.004638828437047505;0.002695236283189142;0.012658227848101266
227;quality improvement;0.0;0.0;0.010638297872340425;0.0;0.005747126436781609;0.006289308176100629;0.0;0.0;0.004149377593360996;0.0;0.0;0.02682411007858366;0.0;0.003815498911551441;0.002682411007858366;0.010638297872340425
228;alcohol abstinence;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.016129032258064516;0.004149377593360996;0.0;0.0;0.026567718027526138;0.0;0.005231677542825315;0.002656771802752614;0.016129032258064516
229;terminology as topic;0.0;0.006329113924050633;0.0;0.0;0.0;0.006289308176100629;0.00975609756097561;0.0;0.004149377593360996;0.0;0.0;0.026523897254487866;0.0;0.0036766552111105223;0.0026523897254487868;0.00975609756097561
230;directed tissue donation;0.0;0.0;0.0;0.0;0.0;0.012578616352201259;0.0;0.005376344086021506;0.004149377593360996;0.004273504273504274;0.0;0.02637784230508803;0.0;0.004123479946031287;0.002637784230508803;0.012578616352201259
231;organ size;0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.00975609756097561;0.0;0.0;0.004273504273504274;0.0;0.026105507527406854;0.0;0.0036399272481087786;0.0026105507527406854;0.00975609756097561
232;hospital mortality;0.0;0.006329113924050633;0.005319148936170213;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.004149377593360996;0.0;0.0;0.02605203332009115;0.0;0.0027967829635347032;0.002605203332009115;0.006329113924050633
233;organ preservation;0.01098901098901099;0.0;0.0;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.0;0.004273504273504274;0.0;0.025887690479784682;0.0;0.0037834254267752124;0.0025887690479784683;0.01098901098901099
234;body mass index;0.0;0.006329113924050633;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.008547008547008548;0.0;0.025782256821176932;0.0;0.0034881968880656937;0.002578225682117693;0.008547008547008548
235;lung transplantation;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.008547008547008548;0.0;0.025649971153784885;0.0;0.0034204870746708887;0.0025649971153784883;0.008547008547008548
236;advisory committees;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.008547008547008548;0.0;0.025649971153784885;0.0;0.0034204870746708887;0.0025649971153784883;0.008547008547008548
237;educational status;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.006289308176100629;0.0;0.0;0.008298755186721992;0.0;0.00641025641025641;0.025401717793498327;0.0;0.0033728152489405014;0.002540171779349833;0.008298755186721992
238;roc curve;0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.004273504273504274;0.0;0.025376836340280047;0.0;0.0027653462331699913;0.002537683634028005;0.006756756756756757
239;life expectancy;0.0;0.012658227848101266;0.0;0.0;0.0;0.012578616352201259;0.0;0.0;0.0;0.0;0.0;0.025236844200302526;0.0;0.005320426999063525;0.0025236844200302528;0.012658227848101266
240;congresses as topic;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.00975609756097561;0.005376344086021506;0.004149377593360996;0.0;0.0;0.02502894567713972;0.0;0.003522759333128442;0.002502894567713972;0.00975609756097561
241;liver transplantation;0.0;0.0;0.010638297872340425;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.008547008547008548;0.00641025641025641;0.024932432856130584;0.0;0.004177872640352957;0.0024932432856130584;0.010638297872340425
242;decision support techniques;0.005494505494505495;0.0;0.0;0.013513513513513514;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.02475514544480062;0.0;0.004528335207828029;0.002475514544480062;0.013513513513513514
243;egypt;0.01098901098901099;0.0;0.0;0.013513513513513514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024502524502524506;0.0;0.0051997440032801965;0.0024502524502524508;0.013513513513513514
244;mass media;0.005494505494505495;0.0;0.0;0.013513513513513514;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.024384363094040518;0.0;0.004499999969014337;0.002438436309404052;0.013513513513513514
245;palliative care;0.0;0.006329113924050633;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.008547008547008548;0.0;0.02434464900059039;0.0;0.003322541271167483;0.002434464900059039;0.008547008547008548
246;public health;0.0;0.012658227848101266;0.0;0.0;0.0;0.006289308176100629;0.0;0.005376344086021506;0.0;0.0;0.0;0.0243238801102234;0.0;0.004340072848314093;0.00243238801102234;0.012658227848101266
247;glomerular filtration rate;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.008298755186721992;0.004273504273504274;0.00641025641025641;0.0242777174702984;0.0;0.003285560643227867;0.0024277717470298403;0.008298755186721992
248;united states food and drug administration;0.005494505494505495;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.012448132780082987;0.0;0.0;0.02423194645068911;0.0;0.004294470278998168;0.0024231946450689107;0.012448132780082987
249;social identification;0.0;0.0;0.005319148936170213;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.023886788193464643;0.0;0.004328593454467169;0.0023886788193464644;0.01282051282051282
250;african americans;0.0;0.0;0.0;0.013513513513513514;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.0;0.00641025641025641;0.023767906380022824;0.0;0.004457504854450854;0.0023767906380022822;0.013513513513513514
251;islam;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.005376344086021506;0.008298755186721992;0.004273504273504274;0.0;0.02369572998302938;0.0;0.003213131952430926;0.002369572998302938;0.008298755186721992
252;focus groups;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.008298755186721992;0.008547008547008548;0.00641025641025641;0.0236025204904873;0.0;0.003827772158425739;0.0023602520490487297;0.008547008547008548
253;medicaid;0.0;0.006329113924050633;0.0;0.0;0.0;0.012578616352201259;0.0;0.0;0.0;0.004273504273504274;0.0;0.023181234549756166;0.0;0.004253170681974343;0.0023181234549756167;0.012578616352201259
254;volition;0.0;0.0;0.0;0.0;0.0;0.018867924528301886;0.0;0.0;0.004149377593360996;0.0;0.0;0.02301730212166288;0.0;0.0059650490425663125;0.002301730212166288;0.018867924528301886
255;software;0.005494505494505495;0.006329113924050633;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.022853880448817157;0.0;0.0030172446809320977;0.0022853880448817157;0.006756756756756757
256;quality control;0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.0;0.010752688172043012;0.0;0.0;0.0;0.022828593864969982;0.0;0.003908010866798806;0.0022828593864969984;0.010752688172043012
257;extracorporeal membrane oxygenation;0.005494505494505495;0.0;0.0;0.006756756756756757;0.0;0.006289308176100629;0.0;0.0;0.004149377593360996;0.0;0.00641025641025641;0.022689948020723875;0.0;0.0030024565891406422;0.0022689948020723875;0.006756756756756757
258;texas;0.01098901098901099;0.0;0.0;0.0;0.011494252873563218;0.0;0.0;0.0;0.0;0.0;0.0;0.02248326386257421;0.0;0.004741383954625333;0.002248326386257421;0.011494252873563218
259;psychometrics;0.0;0.0;0.0;0.0;0.005747126436781609;0.012578616352201259;0.0;0.0;0.004149377593360996;0.0;0.0;0.022475120382343863;0.0;0.004189342064605006;0.0022475120382343863;0.012578616352201259
260;patient participation;0.005494505494505495;0.0;0.010638297872340425;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.00641025641025641;0.02242211154294655;0.0;0.0038390285371189994;0.002242211154294655;0.010638297872340425
261;genetic predisposition to disease;0.005494505494505495;0.0;0.0;0.0;0.0;0.012578616352201259;0.0;0.0;0.0;0.004273504273504274;0.0;0.02234662612021103;0.0;0.00417315293599756;0.002234662612021103;0.012578616352201259
262;warm ischemia;0.0;0.006329113924050633;0.0;0.0;0.011494252873563218;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.022096871071118122;0.0;0.003966683471215462;0.002209687107111812;0.011494252873563218
263;odds ratio;0.0;0.0;0.005319148936170213;0.006756756756756757;0.005747126436781609;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.022096536403212852;0.0;0.002913831311927097;0.0022096536403212854;0.006756756756756757
264;romania;0.005494505494505495;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.02184391546093674;0.0;0.0028806610432232016;0.0021843915460936737;0.006756756756756757
265;income;0.01098901098901099;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.021684504011202706;0.0;0.0038142279287466233;0.0021684504011202704;0.01098901098901099
266;rats;0.0;0.006329113924050633;0.0;0.0;0.0;0.006289308176100629;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.021645848474000064;0.0;0.00286301121779045;0.0021645848474000063;0.006329113924050633
267;cell line;0.005494505494505495;0.006329113924050633;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.021292145948087336;0.0;0.0027972686202147757;0.0021292145948087335;0.006329113924050633
268;multicenter studies as topic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.017094017094017096;0.00641025641025641;0.02124339468737809;0.0;0.005419046380216753;0.0021243394687378092;0.017094017094017096
269;resuscitation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.004878048780487805;0.005376344086021506;0.0;0.004273504273504274;0.0;0.02081720531611421;0.0;0.0027321759343956584;0.002081720531611421;0.006289308176100629
270;internet;0.005494505494505495;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.008547008547008548;0.0;0.0207982707982708;0.0;0.0034260100016385428;0.00207982707982708;0.008547008547008548
271;length of stay;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.004149377593360996;0.0;0.0;0.020732884383920937;0.0;0.0027282514470365164;0.002073288438392094;0.006329113924050633
272;value of life;0.0;0.0;0.005319148936170213;0.0;0.0;0.006289308176100629;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.020635883486119642;0.0;0.0027136991631138085;0.0020635883486119643;0.006289308176100629
273;terminal care;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.00975609756097561;0.005376344086021506;0.0;0.0;0.0;0.020626947141502608;0.0;0.003523398156797079;0.002062694714150261;0.00975609756097561
274;tissue banks;0.01098901098901099;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.020457537518542197;0.0;0.0037180932718232384;0.0020457537518542195;0.01098901098901099
275;reconstructive surgical procedures;0.005494505494505495;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.020282180960206914;0.0;0.0036430088329386648;0.0020282180960206914;0.010638297872340425
276;codes of ethics;0.01098901098901099;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.02001643736285979;0.0;0.003677337206360968;0.002001643736285979;0.01098901098901099
277;random allocation;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.004149377593360996;0.0;0.0;0.0198982759543758;0.0;0.0025930081647449403;0.00198982759543758;0.005494505494505495
278;esthetics;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.004273504273504274;0.0;0.0197898509263325;0.0;0.0035911582831614887;0.00197898509263325;0.010638297872340425
279;cardiovascular system;0.005494505494505495;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.019664513798152372;0.0;0.002582632502907713;0.001966451379815237;0.005747126436781609
280;medication adherence;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.008547008547008548;0.0;0.019360662977684254;0.0;0.00323265910570714;0.0019360662977684253;0.008547008547008548
281;workforce;0.0;0.0;0.0;0.013513513513513514;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.019260639950295123;0.0;0.004454052893848178;0.0019260639950295123;0.013513513513513514
282;referral and consultation;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.008547008547008548;0.0;0.01918530641934897;0.0;0.004074543443856265;0.001918530641934897;0.010638297872340425
283;conscience;0.0;0.0189873417721519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0189873417721519;0.0;0.006004324671205784;0.00189873417721519;0.0189873417721519
284;therapeutic equipoise;0.0;0.012658227848101266;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.018947536024201895;0.0;0.004267255394923973;0.0018947536024201896;0.012658227848101266
285;mental competency;0.0;0.0;0.0;0.013513513513513514;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.018889857599535022;0.0;0.0044201238192579035;0.0018889857599535022;0.013513513513513514
286;biopsy;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.008298755186721992;0.004273504273504274;0.0;0.018861567636326897;0.0;0.0031817483032794904;0.0018861567636326896;0.008298755186721992
287;persistent vegetative state;0.0;0.0;0.005319148936170213;0.013513513513513514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018832662449683728;0.0;0.004415144082092154;0.0018832662449683728;0.013513513513513514
288;research subjects;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.008547008547008548;0.0;0.018801401413517858;0.0;0.0031693413481095373;0.0018801401413517857;0.008547008547008548
289;transplants;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.008547008547008548;0.0;0.018801401413517858;0.0;0.0031693413481095373;0.0018801401413517857;0.008547008547008548
290;social behavior;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.008298755186721992;0.0;0.0;0.01867130946171529;0.0;0.0031268107372920007;0.0018671309461715292;0.008298755186721992
291;patient satisfaction;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.008298755186721992;0.0;0.0;0.0185531480532313;0.0;0.003111766968866369;0.00185531480532313;0.008298755186721992
292;linear models;0.0;0.006329113924050633;0.0;0.006756756756756757;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.018462214766828897;0.0;0.002991305609693173;0.0018462214766828897;0.006756756756756757
293;postoperative care;0.0;0.006329113924050633;0.005319148936170213;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018405019616977603;0.0;0.002983851270284715;0.0018405019616977603;0.006756756756756757
294;anesthesia;0.0;0.006329113924050633;0.0;0.0;0.005747126436781609;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.01836554853693287;0.0;0.002961103498729414;0.0018365548536932869;0.006329113924050633
295;health care rationing;0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.00641025641025641;0.018365213869027598;0.0;0.002977217130207198;0.0018365213869027599;0.006756756756756757
296;acute disease;0.0;0.0;0.0;0.0;0.005747126436781609;0.012578616352201259;0.0;0.0;0.0;0.0;0.0;0.018325742788982868;0.0;0.004185527535308399;0.0018325742788982869;0.012578616352201259
297;asian continental ancestry group;0.005494505494505495;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01815273334260676;0.0;0.004182877134525399;0.001815273334260676;0.012658227848101266
298;cell culture techniques;0.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.01803457193412277;0.0;0.004171480279509633;0.0018034571934122771;0.012658227848101266
299;cell differentiation;0.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.01803457193412277;0.0;0.004171480279509633;0.0018034571934122771;0.012658227848101266
300;england;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.008547008547008548;0.0;0.018015535076539756;0.0;0.003093112142068077;0.0018015535076539757;0.008547008547008548
301;psychology;0.005494505494505495;0.0;0.0;0.006756756756756757;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.017998388688043862;0.0;0.0029150684238756675;0.0017998388688043863;0.006756756756756757
302;patient preference;0.0;0.006329113924050633;0.0;0.006756756756756757;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.00641025641025641;0.017963919461295195;0.0;0.0029294778563426667;0.0017963919461295194;0.006756756756756757
303;primates;0.0;0.0;0.0;0.0;0.011494252873563218;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.017783561049663846;0.0;0.003944725621984519;0.0017783561049663846;0.011494252873563218
304;drug overdose;0.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.01753627662858907;0.0;0.004126795802500545;0.0017536276628589069;0.012658227848101266
