;coi_lemmas;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
333;act;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
334;interestsspringer;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
335;austrian;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
336;309201803130912).the;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
337;individual;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
338;army;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
339;liberation;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
340;people;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
341;309th;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
342;note;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
343;applicablethe;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
344;law.not;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
345;kun;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
346;jiu;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
347;deceleration;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
348;human;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
349;rwl;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
350;secretary;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
351;ja;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
352;cf;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
353;m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
354;journal;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
355;american;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
356;describe;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
357;subject;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
358;contain;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
359;wellcome;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
360;zheng;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
361;sen;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
362;shu;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
363;qian;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
364;gang;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
365;yi;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
366;zhang;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
367;bin;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
368;ai;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
369;yb;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
370;trust;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
371;arise;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
372;capacity;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
373;dissemination;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
374;interpretation;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
375;bias;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
376;transparently;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
377;aspect;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
378;influence;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
379;raw;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
380;access;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
381;paper;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
382;editorial;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
383;fellow;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
384;cost;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
385;opportunity;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
386;training;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
387;provision;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
388;meeting;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
389;facilitation;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
390;acknowledge;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
391;collaborative;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
392;audit;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
393;montreal;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
394;informed;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
395;2017;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
396;consent.all;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
397;teva;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
398;rbmo;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
399;online;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
400;biomedicine;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
401;reproductive;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
402;finox;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
403;richter/;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
404;gedeon;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
405;preglem;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
406;bioscience;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
407;pantharei;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
408;ovascience;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
409;ngi;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
410;initiative;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
411;genomic;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
412;netherland;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
413;myovant;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
414;gfi;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
415;serono;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
416;merck;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
417;lwc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
418;commercial;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
419;inc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
420;mp;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
421;employment;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
422;zh;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
423;kek;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
424;protocol;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
425;zurich;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
426;local;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
427;market;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
428;development;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
429;patent;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
430;consultancy;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
431;relate;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
432;travel;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
433;relevant;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
434;material;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
435;share;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
436;policy;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
437;plos;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
438;adherence;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
439;alter;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
440;gsp;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
441;mr;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
442;womens;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
443;london;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
444;ferre;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
445;medicine;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
446;educational;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
447;payment;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
448;s.c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
449;j.t.c;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
450;intereststhe;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
451;consent.not;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
452;collect;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
453;sample;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
454;plasma;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
455;school;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
456;ameb;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
457;graduate;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
458;besteht;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
459;interessenkonflikt;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
460;kein;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
461;dass;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
462;hiermit;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
463;erklaren;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
464;autoren;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
465;project.the;0;0;0;0;0;0;0;0;1;0;0;1;0;0.3;0.09;1
466;activity;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
467;initiator;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
468;ogeda;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
469;watson;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
470;euroscreen;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
471;zonmw;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
472;counsel;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
473;heart;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
474;cogi;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
475;gynecology;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
476;obstetrics;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
477;controversy;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
478;uteron;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
479;actavis;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
480;umc;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
481;order;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
482;alphabetic;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
483;period;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
484;year;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
485;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
486;recent;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
487;bank;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
488;oocyte;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
489;utrecht;0;0;0;0;0;0;0;0;0;1;0;1;0;0.3;0.09;1
490;bio;0;0;0;0;0;0;0;0;0;0;1;1;0;0.3;0.09;1
