;journal;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
112;giornale italiano di nefrologia : organo ufficiale della societa italiana di nefrologia;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.015179638623622026;0.0;0.0025405990584800604;0.0015179638623622027;0.006756756756756757
113;south african medical journal = suid-afrikaanse tydskrif vir geneeskunde;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010752688172043012;0.0;0.004273504273504274;0.01282051282051282;0.015026192445547286;0.0;0.0035166981951160244;0.0015026192445547286;0.010752688172043012
114;jornal brasileiro de nefrologia : 'orgao oficial de sociedades brasileira e latino-americana de nefrologia;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.014968997295695992;0.0;0.002427943160332837;0.001496899729569599;0.005376344086021506
115;trials;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.00641025641025641;0.01477455281063041;0.0;0.002408628367673377;0.001477455281063041;0.005747126436781609
116;hec forum : an interdisciplinary journal on hospitals' ethical and legal issues;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.004273504273504274;0.0;0.014646058548497574;0.0;0.0023757358207283684;0.0014646058548497573;0.005494505494505495
117;journal of religion and health;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.01282051282051282;0.014627869110772625;0.0;0.003118574554015329;0.0014627869110772625;0.008298755186721992
118;journal of minimally invasive gynecology;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.008298755186721992;0.0;0.0;0.014588063362822621;0.0;0.0031116907821836207;0.001458806336282262;0.008298755186721992
119;american journal of law & medicine;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.014521931868354297;0.0;0.002359699473034261;0.0014521931868354296;0.005494505494505495
120;wiadomosci lekarskie (warsaw, poland : 1960);0.0;0.0;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.0;0.004273504273504274;0.0;0.014029601834479884;0.0;0.003227680722740047;0.0014029601834479883;0.00975609756097561
121;transplantation direct;0.0;0.0;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.004149377593360996;0.0;0.01282051282051282;0.013905475154336606;0.0;0.003215631095908672;0.0013905475154336606;0.00975609756097561
122;croatian medical journal;0.0;0.0;0.0;0.013513513513513514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013513513513513514;0.0;0.0042733481894167286;0.0013513513513513514;0.013513513513513514
123;bulletin de l'academie nationale de medecine;0.0;0.0;0.0;0.013513513513513514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013513513513513514;0.0;0.0042733481894167286;0.0013513513513513514;0.013513513513513514
124;clinical trials (london, england);0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.008547008547008548;0.0;0.013425057327496354;0.0;0.0029594199616140883;0.0013425057327496354;0.008547008547008548
125;annals of plastic surgery;0.0;0.006329113924050633;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013085870680807389;0.0;0.0027605845553696343;0.001308587068080739;0.006756756756756757
126;scandinavian journal of public health;0.0;0.006329113924050633;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013085870680807389;0.0;0.0027605845553696343;0.001308587068080739;0.006756756756756757
127;journal of cystic fibrosis : official journal of the european cystic fibrosis society;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.0;0.01282051282051282;0.0;0.0040542021284209985;0.001282051282051282;0.01282051282051282
128;journal of the intensive care society;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.008547008547008548;0.0;0.012696386140369543;0.0;0.00287032455409153;0.0012696386140369543;0.008547008547008548
129;canadian journal of anaesthesia = journal canadien d'anesthesie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.008547008547008548;0.0;0.012696386140369543;0.0;0.00287032455409153;0.0012696386140369543;0.008547008547008548
130;rambam maimonides medical journal;0.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012658227848101266;0.0;0.004002883114137189;0.0012658227848101266;0.012658227848101266
131;clinics in chest medicine;0.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012658227848101266;0.0;0.004002883114137189;0.0012658227848101266;0.012658227848101266
132;clinics in liver disease;0.0;0.012658227848101266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012658227848101266;0.0;0.004002883114137189;0.0012658227848101266;0.012658227848101266
133;journal of paediatrics and child health;0.0;0.006329113924050633;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.012618422100151263;0.0;0.0026602134995317626;0.0012618422100151264;0.006329113924050633
134;life sciences, society and policy;0.0;0.0;0.0;0.0;0.0;0.012578616352201259;0.0;0.0;0.0;0.0;0.0;0.012578616352201259;0.0;0.003977707748639471;0.001257861635220126;0.012578616352201259
135;annali italiani di chirurgia;0.0;0.0;0.0;0.0;0.0;0.012578616352201259;0.0;0.0;0.0;0.0;0.0;0.012578616352201259;0.0;0.003977707748639471;0.001257861635220126;0.012578616352201259
136;cirugia y cirujanos;0.005494505494505495;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012251262251262253;0.0;0.0025998720016400982;0.0012251262251262254;0.006756756756756757
137;mayo clinic proceedings;0.005494505494505495;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012251262251262253;0.0;0.0025998720016400982;0.0012251262251262254;0.006756756756756757
138;asia-pacific journal of public health;0.005494505494505495;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012251262251262253;0.0;0.0025998720016400982;0.0012251262251262254;0.006756756756756757
139;medical law review;0.005494505494505495;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012251262251262253;0.0;0.0025998720016400982;0.0012251262251262254;0.006756756756756757
140;zeitschrift fur evidenz, fortbildung und qualitat im gesundheitswesen;0.005494505494505495;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012251262251262253;0.0;0.0025998720016400982;0.0012251262251262254;0.006756756756756757
141;nursing standard (royal college of nursing (great britain) : 1987);0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01207590569292697;0.0;0.002568275630861476;0.001207590569292697;0.006756756756756757
142;psychosomatics;0.0;0.0;0.005319148936170213;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01207590569292697;0.0;0.002568275630861476;0.001207590569292697;0.006756756756756757
143;la revue du praticien;0.0;0.0;0.0;0.0;0.005747126436781609;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.012036434612882238;0.0;0.0025407191413128454;0.0012036434612882239;0.006289308176100629
144;heart, lung & circulation;0.0;0.0;0.0;0.0;0.005747126436781609;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.012036434612882238;0.0;0.0025407191413128454;0.0012036434612882239;0.006289308176100629
145;clinical transplants;0.005494505494505495;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011823619418556128;0.0;0.002500388327113231;0.0011823619418556129;0.006329113924050633
146;blood;0.005494505494505495;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011823619418556128;0.0;0.002500388327113231;0.0011823619418556129;0.006329113924050633
147;cell and tissue banking;0.005494505494505495;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.011823619418556128;0.0;0.002500388327113231;0.0011823619418556129;0.006329113924050633
148;reproductive biomedicine online;0.005494505494505495;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011823619418556128;0.0;0.002500388327113231;0.0011823619418556129;0.006329113924050633
149;injury;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.005376344086021506;0.0;0.0;0.0;0.011665652262122135;0.0;0.002468731766069127;0.0011665652262122135;0.006289308176100629
150;medical anthropology quarterly;0.0;0.006329113924050633;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011648262860220845;0.0;0.0024671807055083087;0.0011648262860220846;0.006329113924050633
151;international journal of gynaecology and obstetrics: the official organ of the international federation of gynaecology and obstetrics;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.011634805537244563;0.0;0.0024924831836242475;0.0011634805537244562;0.006756756756756757
152;deutsche medizinische wochenschrift (1946);0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.011634805537244563;0.0;0.0024924831836242475;0.0011634805537244562;0.006756756756756757
153;revue de stomatologie, de chirurgie maxillo-faciale et de chirurgie orale;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.011634805537244563;0.0;0.0024924831836242475;0.0011634805537244562;0.006756756756756757
154;journal of cardiothoracic and vascular anesthesia;0.0;0.0;0.0;0.0;0.011494252873563218;0.0;0.0;0.0;0.0;0.0;0.0;0.011494252873563218;0.0;0.0036348019082395166;0.0011494252873563218;0.011494252873563218
155;best practice & research. clinical obstetrics & gynaecology;0.0;0.0;0.0;0.0;0.011494252873563218;0.0;0.0;0.0;0.0;0.0;0.0;0.011494252873563218;0.0;0.0036348019082395166;0.0011494252873563218;0.011494252873563218
156;annales francaises d'anesthesie et de reanimation;0.0;0.0;0.0;0.0;0.011494252873563218;0.0;0.0;0.0;0.0;0.0;0.0;0.011494252873563218;0.0;0.0036348019082395166;0.0011494252873563218;0.011494252873563218
157;maturitas;0.005494505494505495;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.011241631931287105;0.0;0.0023706919773126664;0.0011241631931287106;0.005747126436781609
158;obstetrics and gynecology;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.004878048780487805;0.0;0.0;0.0;0.0;0.011167356956588433;0.0;0.0023776685849611024;0.0011167356956588432;0.006289308176100629
159;biomed research international;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.011123470522803115;0.0;0.002346661419607901;0.0011123470522803114;0.005747126436781609
160;revista gaucha de enfermagem;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.011123470522803115;0.0;0.002346661419607901;0.0011123470522803114;0.005747126436781609
161;the journal of emergency medicine;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.011123470522803115;0.0;0.002346661419607901;0.0011123470522803114;0.005747126436781609
162;hepatobiliary & pancreatic diseases international : hbpd int;0.0;0.0;0.005319148936170213;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.0;0.0;0.011066275372951823;0.0;0.0023351555413936866;0.0011066275372951823;0.005747126436781609
163;journal of forensic and legal medicine;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.011030261030261031;0.0;0.0023979142512253774;0.001103026103026103;0.006756756756756757
164;seminars in respiratory and critical care medicine;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.010906134350117752;0.0;0.002379932763662372;0.0010906134350117751;0.006756756756756757
165;nature reviews. nephrology;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.010813654430675708;0.0;0.0022800931710910545;0.0010813654430675708;0.005494505494505495
166;stem cell reviews and reports;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010813654430675708;0.0;0.0022800931710910545;0.0010813654430675708;0.005494505494505495
167;journal of cranio-maxillo-facial surgery : official publication of the european association for cranio-maxillo-facial surgery;0.005494505494505495;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010813654430675708;0.0;0.0022800931710910545;0.0010813654430675708;0.005494505494505495
168;journal of advanced nursing;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
169;bulletin of the world health organization;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.0;0.0;0.010695493022191718;0.0;0.0022548482096654645;0.0010695493022191717;0.005376344086021506
170;american journal of nephrology;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
171;jona's healthcare law, ethics and regulation;0.0;0.0;0.010638297872340425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010638297872340425;0.0;0.003364125170391893;0.0010638297872340426;0.010638297872340425
172;annals of emergency medicine;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.010625175217269415;0.0;0.002249330452117425;0.0010625175217269414;0.005747126436781609
173;the american journal of nursing;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.010602618197554908;0.0;0.0022871372347436783;0.0010602618197554908;0.006329113924050633
174;pediatric cardiology;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.010602618197554908;0.0;0.0022871372347436783;0.0010602618197554908;0.006329113924050633
175;philosophy, ethics, and humanities in medicine : pehm;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
176;circulation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.004273504273504274;0.0;0.010562812449604903;0.0;0.0022769603379425895;0.0010562812449604903;0.006289308176100629
177;the medical journal of australia;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.00641025641025641;0.010478491517411629;0.0;0.002268017710783561;0.0010478491517411628;0.006329113924050633
178;revue de l'infirmiere;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.0103725542749933;0.0;0.0021915484712159688;0.00103725542749933;0.005494505494505495
179;journal of zhejiang university. science. b;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.0;0.0;0.01025439286650931;0.0;0.002165003934562637;0.001025439286650931;0.005376344086021506
180;international journal of surgery (london, england);0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.0;0.0;0.01025439286650931;0.0;0.002165003934562637;0.001025439286650931;0.005376344086021506
181;circulation. heart failure;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.0;0.0;0.01025439286650931;0.0;0.002165003934562637;0.001025439286650931;0.005376344086021506
182;methods (san diego, calif.);0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.005376344086021506;0.0;0.0;0.0;0.01025439286650931;0.0;0.002165003934562637;0.001025439286650931;0.005376344086021506
183;tidsskrift for den norske laegeforening : tidsskrift for praktisk medicin, ny raekke;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.010197197716658018;0.0;0.00215227066613425;0.0010197197716658017;0.005319148936170213
184;minerva anestesiologica;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.010197197716658018;0.0;0.00215227066613425;0.0010197197716658017;0.005319148936170213
185;canadian journal of kidney health and disease;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.0;0.004273504273504274;0.0;0.010020630710285883;0.0;0.0021408979702924476;0.0010020630710285883;0.005747126436781609
186;journal of evaluation in clinical practice;0.0;0.0;0.0;0.0;0.005747126436781609;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.009896504030142604;0.0;0.0021200816936769594;0.0009896504030142603;0.005747126436781609
187;hepatology (baltimore, md.);0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004273504273504274;0.00641025641025641;0.009768009768009768;0.0;0.0020792901545697686;0.0009768009768009768;0.005494505494505495
188;journal of obstetrics and gynaecology canada : jogc = journal d'obstetrique et gynecologie du canada : jogc;0.0;0.0;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.0;0.0;0.0;0.00975609756097561;0.0;0.003085148936749639;0.000975609756097561;0.00975609756097561
189;european review for medical and pharmacological sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.0;0.004273504273504274;0.0;0.00964984835952578;0.0;0.002050906497970903;0.000964984835952578;0.005376344086021506
190;journal of reconstructive microsurgery;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.00964388308786649;0.0;0.002057681460614069;0.0009643883087866491;0.005494505494505495
191;journal of thoracic imaging;0.005494505494505495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.00964388308786649;0.0;0.002057681460614069;0.0009643883087866491;0.005494505494505495
192;bmc nephrology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.0;0.009525721679382503;0.0;0.0020289152217182168;0.0009525721679382503;0.005376344086021506
193;cornea;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.00641025641025641;0.009525721679382503;0.0;0.0020289152217182168;0.0009525721679382503;0.005376344086021506
194;abdominal radiology (new york);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005376344086021506;0.004149377593360996;0.0;0.0;0.009525721679382503;0.0;0.0020289152217182168;0.0009525721679382503;0.005376344086021506
195;british journal of anaesthesia;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.009468526529531208;0.0;0.002015092508309437;0.0009468526529531208;0.005319148936170213
196;the american surgeon;0.0;0.0;0.005319148936170213;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.0;0.0;0.009468526529531208;0.0;0.002015092508309437;0.0009468526529531208;0.005319148936170213
197;stem cell research & therapy;0.0;0.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.004149377593360996;0.0;0.0;0.0090274263738488;0.0;0.00191088262397769;0.0009027426373848801;0.004878048780487805
198;the linacre quarterly;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008547008547008548;0.00641025641025641;0.008547008547008548;0.0;0.002702801418947333;0.0008547008547008548;0.008547008547008548
199;journal of viral hepatitis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
200;journal of the american heart association;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
201;cmaj : canadian medical association journal = journal de l'association medicale canadienne;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004149377593360996;0.004273504273504274;0.0;0.00842288186686527;0.0;0.0017759404173447813;0.0008422881866865271;0.004273504273504274
202;journal of the american college of cardiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.01282051282051282;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
203;european urology focus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
204;alcohol and alcoholism (oxford, oxfordshire);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
205;antimicrobial resistance and infection control;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
206;health policy (amsterdam, netherlands);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008298755186721992;0.0;0.0;0.008298755186721992;0.0;0.0026242968134177424;0.0008298755186721991;0.008298755186721992
207;nederlands tijdschrift voor geneeskunde;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
208;hepatobiliary surgery and nutrition;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
209;american journal of respiratory and critical care medicine;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
210;current problems in surgery;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
211;journal of obstetrics and gynaecology : the journal of the institute of obstetrics and gynaecology;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
212;digestive diseases (basel, switzerland);0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
213;the surgical clinics of north america;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
214;nursing;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
215;the medico-legal journal;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
216;nursing research;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
217;praxis;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
218;journal of christian nursing : a quarterly publication of nurses christian fellowship;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
219;the milbank quarterly;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
220;journal of prevention & intervention in the community;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
221;human reproduction (oxford, england);0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
222;annals of hepatology;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
223;anesthesiology clinics;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.01282051282051282;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
224;the yale journal of biology and medicine;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
225;the journal of the association of physicians of india;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
226;nuclear medicine and biology;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
227;stem cells and development;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
228;rofo : fortschritte auf dem gebiete der rontgenstrahlen und der nuklearmedizin;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
229;plastic surgical nursing : official journal of the american society of plastic and reconstructive surgical nurses;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
230;nephrology news & issues;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
231;hand clinics;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
232;orvosi hetilap;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
233;world neurosurgery;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
234;bju international;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
235;clinical pharmacology and therapeutics;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
236;international journal of psychiatry in medicine;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
237;minnesota medicine;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
