;keywords;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
246;decision aid;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
247;small intestine submucosa;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
248;ablation;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
249;laparoscopic surgery;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
250;pediatric donation and transplantation;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
251;organ donor quality;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
252;latvia;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
253;genome research;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
254;advanced directives;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
255;soluble fgl2;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
256;renal allograft rejection;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
257;experiment;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
258;major histocompatibility complex;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
259;testigos de jehova;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
260;interleukin;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
261;extracellular matrix;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
262;deutschland;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
263;consumer health information;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
264;trasplante renal;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
265;transfusion sanguinea;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
266;noncommunicable disease;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
267;pig model;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
268;blood transfusion;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
269;organspende;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
270;meld score;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
271;mesenchymal stem cell;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
272;guideline;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
273;outcome;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
274;perfusion;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
275;in vivo;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
276;xenocorneal transplantation;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
277;mapk pathway;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
278;sis;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
279;ex vivo;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
280;te;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
281;germany;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
282;informationsverbreitung;0.0;0.0;0.0;0.006756756756756757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006756756756756757;0.0;0.0021366740947083643;0.0006756756756756757;0.006756756756756757
283;fumaryl acetoacetate hydrolase deficient;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
284;chimpanzee;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
285;hepatocytes;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
286;hhex;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
287;jewish law;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
288;tetraploid;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
289;brain and respiratory death;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
290;israel national transplantation committee;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
291;halacha;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
292;population vulnerability;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
293;anencephaly;0.0;0.006329113924050633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00641025641025641;0.006329113924050633;0.0;0.0020014415570685944;0.0006329113924050633;0.006329113924050633
294;caregivers;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
295;remote ischemic conditioning;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
296;archard;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
297;delayed graft function;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
298;personhood;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
299;donation after circulatory determination of death;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
300;glomerular filtration rate;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
301;ischaemia reperfusion injury;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
302;biomedical ethics;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
303;mechanical circulatory support;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
304;transplantation policy;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
305;postoperative care;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
306;pluripotency;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
307;human organ;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
308;risk factors;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
309;human dignity;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
310;elsi;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
311;chimerization;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
312;disparites;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
313;transplant recipient;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
314;african american;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
315;tobacco abuse;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
316;shared decision making;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
317;animal production;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
318;ventricular assist device;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
319;paediatrics;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
320;precautionary principle;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
321;human enhancement;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
322;scientific controversies;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
323;research governance;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
324;public consultation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
325;moratorium;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
326;sibling;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
327;osigraft;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
328;koplin;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
329;blood donors;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
330;public health policy;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
331;questionnaire;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
332;smoking policy;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
333;apol1 gene;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
334;apolipoprotein l1;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
335;reward;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
336;contraindication;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
337;human origins;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
338;rehabilitation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
339;cultural evolution;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
340;genetic therapy;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
341;information needs;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
342;risk communication;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
343;donor registry;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
344;donor risks;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
345;duty to look back;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
346;dysfunction;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
347;patient safety;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.00641025641025641;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
348;organ perfusion and preservation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
349;donacion de organos;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.00641025641025641;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
350;muerte encefalica;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.00641025641025641;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
351;mesenchymal stem cells;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.00641025641025641;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
352;dialysis;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.00641025641025641;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
353;pulmonology;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
354;chronic conditions;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
355;natural selection;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
356;therapeutic cloning;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
357;autograft;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
358;donor screening;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
359;kidney donor evaluation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
360;ethics and public policy kidney transplantation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
361;racial difference;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
362;long bones;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
363;effectiveness;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
364;risk stratification;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
365;diabetes mellitus;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
366;kidney transplant allocation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
367;exchange;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
368;acceptability of donor kidney;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
369;deceased donor kidney;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
370;pediatric renal transplantation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
371;survival benefit;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
372;renal replacement therapy modality;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
373;physical function;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
374;phenomenology;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
375;diabetes;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
376;pig;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
377;advanced care planning;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
378;presumed and explicit consent;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
379;rationing treatment;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
380;organ;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
381;developing world;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
382;anonymity;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
383;ignorance;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
384;assisted gestation;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
385;information;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0;0.0;0.0;0.0;0.006289308176100629;0.0;0.0019888538743197356;0.000628930817610063;0.006289308176100629
