;lemmas;df_2021;df_2022;total;min;std;mean;max
595;regression;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
596;multilevel;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
597;biomarker;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
598;computational;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
599;insertion;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
600;dock;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
601;observe;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
602;area;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
603;retrieval;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
604;relationship;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
605;amp;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
606;wise;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
607;specialty;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
608;=;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
609;beast;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
610;recompute;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
611;dmdscheme;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
612;popular;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
613;json;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
614;readable;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
615;east;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
616;clinically;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
617;enhance;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
618;fraction;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
619;ejection;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
620;external;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
621;understand;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
622;read;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
623;york;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
624;federate;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
625;capable;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
626;signal;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
627;systematic;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
628;lncrnas;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
629;independent;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
630;upload;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
631;compose;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
632;spectrum;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
633;hl7(r;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
634;consortium;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
635;like;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
636;recent;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
637;multi;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
638;curve;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
639;discovery;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
640;semantic;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
641;registration;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
642;collaboration;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
643;biomedical;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
644;introduce;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
645;combination;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
646;production;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
647;range;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
648;alpha;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
649;parse;0.07317073170731707;0.3;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
650;knowledge;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
651;current;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
652;novel;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
653;necessary;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
654;contain;0.07317073170731707;0.3;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
655;non;0.07317073170731707;0.3;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
656;address;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
657;difference;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
658;technology;0.07317073170731707;0.3;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
659;genetic;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
660;point;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
661;great;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
662;detail;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
663;10;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
664;monitor;0.07317073170731707;0.3;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
665;website;0.07317073170731707;0.3;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
666;mass;0.07317073170731707;0.3;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
667;november;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
668;computer;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
669;combine;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
670;indicate;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
671;cross;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
672;machine;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
673;raw;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
674;english;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
675;interest;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
676;generation;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
677;positive;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
678;lack;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
679;tree;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
680;2021;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
681;unique;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
682;programme;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
683;genome;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
684;reliable;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
685;download;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
686;receive;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
687;export;0.07317073170731707;0.3;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
688;procedure;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
689;automatically;0.07317073170731707;0.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
690;field;0.07317073170731707;0.5;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
691;quantify;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
692;0.43;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
693;ventricular;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
694;unknown;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
695;minimize;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
696;agnostic;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
697;volume;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
698;library;0.07317073170731707;1.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
699;python;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
700;death;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
701;acute;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
702;user;0.07317073170731707;1.2;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
703;ppar;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
704;affect;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
705;accessible;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
706;differentiate;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
707;concern;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
708;direct;0.07317073170731707;0.4;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
709;surface;0.07317073170731707;0.1;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
710;st;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
711;cholesteatoma;0.07317073170731707;0.0;0.07317073170731707;0.07317073170731707;;0.07317073170731707;0.07317073170731707
712;recist;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
713;ophthalmic;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
714;commentary;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
715;editorial;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
716;yqfm;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
717;solid;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
718;option;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
719;random;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
720;scan;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
721;photo;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
722;society;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
723;period;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
724;psychotherapy;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
725;play;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
726;150;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
727;pattern;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
728;wait;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
729;face;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
730;conformance;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
731;outpatient;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
732;harmonize;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
733;adt2fhir;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
734;sirt1;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
735;bias;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
736;influence;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
737;sdh;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
738;consistency;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
739;stratification;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
740;manual;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
741;interchange;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
742;ca(2+)-mg(2+)-atpase;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
743;oncological;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
744;biosynthesis;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
745;na(+)-k(+)-atpase;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
746;university;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
747;cognitive;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
748;degree;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
749;americana;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
750;desire;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
751;distribute;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
752;periplaneta;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
753;partner;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
754;cochrane;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
755;triage;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
756;pharmacogenomics;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
757;long;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
758;convenient;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
759;heterogeneity;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
760;exploit;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
761;overlap;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
762;probe;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
763;constraint;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
764;fluorescein;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
765;substantial;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
766;genomics;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
767;ratio;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
768;disqualify;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
769;location;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
770;license;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
771;estimation;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
772;covarion;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
773;functionality;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
774;beagle;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
775;fluorophore;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
776;preservation;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
777;ehr;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
778;protect;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
779;ho-1-mediated;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
780;1d;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
781;visual;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
782;likelihood;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
783;density;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
784;encourage;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
785;consideration;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
786;advantage;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
787;fit;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
788;pipeline;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
789;6-phosphate;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
790;epi;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
791;odk;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
792;primary;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
793;outcome;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
794;scientometric;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
795;incorporate;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
796;foundation;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
797;simulator;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
798;51;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
799;informatics;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
800;silico;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
801;reuse;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
802;valuable;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
803;achieve;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
804;co;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
805;enter;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
806;template;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
807;tea;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
808;zhen;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
809;list;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
810;quickly;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
811;pinnacle;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
812;21;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
813;priority;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
814;initiative;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
815;rule;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
816;prefer;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
817;april;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
818;157;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
819;ca2;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
820;neural;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
821;pandemic;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
822;rxra;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
823;indian;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
824;vdr;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
825;character;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
826;old;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
827;february;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
828;cardiac;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
829;ny;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
830;questionnaire;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
831;ameliorate;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
832;bench;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
833;assign;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
834;certain;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
835;half;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
836;vital;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
837;memory;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
838;construct;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
839;computable;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
840;ordpath;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
841;reaction;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
842;condition;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
843;mitigate;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
844;colorectal;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
845;manage;0.04878048780487805;0.0;0.04878048780487805;0.04878048780487805;;0.04878048780487805;0.04878048780487805
