;p_id;pid_type;year;journal;publisher;title;book_title;abstract;oabstract;authors;editors;language;meshterms;keywords;coi;grant;doi
193;19851095;Article;2010;Critical care medicine;;Kidney donation from children after cardiac death.;;OBJECTIVE: Pediatric kidney donation after cardiac death is an underutilized donor source because of ethical concerns and limited knowledge of the outcome after transplantation. The purpose of this study was to report the Dutch experience of kidney transplantation using pediatric donation after cardiac death. DESIGN: Observational cohort study of a series of consecutive kidney transplantations from pediatric donation after cardiac death from January 1995 to July 2006. SETTING: Kidneys were procured in seven Dutch procurement areas. PATIENTS: Recipients of kidneys from donors after cardiac death aged 2 to 17 yrs. MEASUREMENTS AND MAIN RESULTS: Prospectively collected data from the Dutch Organ  Transplant Registry were analyzed. Donor, graft, and recipient characteristics of all pediatric donations after cardiac death kidney transplantations were documented. Recipients were followed-up for glomerular filtration rate, graft, and patient survival. Eighty-eight patients were transplanted with 90 pediatric donation-after-cardiac-death kidneys, which was 31% of the total number of transplanted pediatric donor kidneys. In 77% of recipients, organs were procured  from controlled donors, after withdrawal of supportive treatment. Of all donors,  9% were younger than age 6 yrs. Two patients received their graft preemptively. In the others, the incidence of immediate function, delayed graft function, and primary nonfunction were 49%, 44%, and 7%, respectively. Warm ischemia time > or  =25 mins was associated with primary nonfunction. Overall graft and patient survival 5 yrs after transplantation were 80% and 88%, respectively. Graft survival after immediate function and delayed graft function was not different. CONCLUSIONS: Kidneys from pediatric donation after cardiac death are suitable for transplantation and may substantially expand the donor pool with good transplant  outcome.;;de Vries EE, Snoeijs MG, van Heurn E;;eng;['Adolescent', 'Age Factors', 'Child', 'Child, Preschool', 'Cohort Studies', '*Death', 'Delayed Graft Function', 'Female', 'Graft Rejection', 'Graft Survival', 'Humans', 'Kaplan-Meier Estimate', 'Kidney Transplantation/ethics/*methods/mortality', 'Male', 'Netherlands', 'Probability', 'Prognosis', 'Retrospective Studies', 'Risk Assessment', 'Sex Factors', 'Statistics, Nonparametric', 'Survival Analysis', '*Tissue Donors', 'Tissue and Organ Harvesting', 'Tissue and Organ Procurement/*ethics/trends'];;;;10.1097/CCM.0b013e3181c025fd
194;19659854;Article;2010;Bioethics;;Inductive risk and justice in kidney allocation.;;How should UNOS deal with the presence of scientific controversies on the risk factors for organ rejection when designing its allocation policies? The answer I  defend in this paper is that the more undesirable the consequences of making a mistake in accepting a scientific hypothesis, the higher the degree of confirmation required for its acceptance. I argue that the application of this principle should lead to the rejection of the hypothesis that 'less than perfect' Human Leucocyte Antigen (HLA) matches are an important determinant of kidney graft survival. The scientific community has been divided all along on the significance of partial antigen matches. Yet reliance on partial matches has emerged as one of the primary factors leading blacks to spend a much longer time  than whites on the waiting list for kidneys, thereby potentially impacting the justice of the kidney allocation policy. My case study illustrates one of the legitimate roles non-epistemic values can play in science and calls into question the ideal of a value-free science.;;Scarantino A;;eng;['Graft Survival', 'Health Care Rationing/*ethics', 'Histocompatibility Testing/*ethics', 'Humans', 'Kidney Transplantation/*ethics', 'Patient Selection/*ethics', 'Risk Assessment', 'Risk Management/*ethics', 'Social Justice/*ethics', 'Tissue and Organ Procurement/ethics', 'United States', 'Waiting Lists'];;;;10.1111/j.1467-8519.2009.01746.x
195;19285663;Article;2010;Fertility and sterility;;The views of adult offspring of sperm donation: essential feedback for the development of ethical guidelines within the practice of assisted reproductive technology in the United States.;;"OBJECTIVE: To provide an in-depth analysis of offspring attitudes toward their means of conception and the practice of sperm donation in the United States. DESIGN: Survey-based study using a 46-item questionnaire. PATIENT(S): Eighty-five adult offspring of sperm donation. INTERVENTION(S): Participants were recruited through an Internet-based support group for adults conceived through sperm donation. Eighty-five of them completed the questionnaire provided through a link to another Internet site. MAIN OUTCOME MEASURE(S): Responses to a 46-item questionnaire. RESULT(S): A majority of offspring learned of their conception at  age >18 years during a planned conversation; had no information about their donor; viewed their donor as their ""biological father""; had searched for and wanted identifying information on their donor and half-siblings; and supported the provision of extensive nonidentifying information or identity release in the  practice of sperm donation. Participant attitudes toward their means of conception were evenly distributed from ""very good"" to ""very bad."" Other descriptive information on participants contributed to an understanding of their  attitudes. CONCLUSION(S): Participant ratings of their conception were evenly distributed from ""very good"" to ""very bad."" Most believed that identifying information should be provided to recipients and that they themselves would not participate in the practice of gamete donation.";;Mahlstedt PP, LaBounty K, Kennedy WT;;eng;['Adolescent', 'Adult', 'Adult Children/*psychology', 'Attitude', 'Codes of Ethics', 'Consensus', 'Data Collection', 'Feedback', 'Female', 'Humans', 'Infertility, Male/*therapy', 'Insemination, Artificial, Heterologous/*ethics/psychology', 'Legal Guardians/psychology', 'Male', 'Middle Aged', '*Practice Guidelines as Topic', 'Reproductive Techniques, Assisted/*ethics/psychology', 'Spermatozoa/transplantation', 'Tissue and Organ Procurement/*ethics', 'United States', 'Young Adult'];;;;10.1016/j.fertnstert.2008.12.119
196;19184442;Article;2010;Health care analysis : HCA : journal of health philosophy and policy;;Compensated living kidney donation: a plea for pragmatism.;;"Kidney transplantation is the most efficacious and cost-effective treatment for end-stage renal disease. However, the treatment's accessibility is limited by a chronic shortage of transplantable kidneys, resulting in the death of numerous patients worldwide as they wait for a kidney to become available. Despite the implementation of various measures the disparity between supply and needs continues to grow. This paper begins with a look at the current treatment options, including various sources of transplantable kidneys, for end-stage renal disease. We propose, in accordance with others, the introduction of compensated kidney donation as a means of addressing the current shortage. We briefly outline some of the advantages of this proposal, and then turn to examine several of the  ethical arguments usually marshaled against it in a bid to demonstrate that this  proposal indeed passes the ethics test. Using available data of public opinions on compensated donation, we illustrate that public support for such a program would be adequate enough that we can realistically eliminate the transplant waiting list if compensation is introduced. We urge a pragmatic approach going forward; altruism in living kidney donation is important, but altruism only is an unsuccessful doctrine.";;Omar F, Tufveson G, Welin S;;eng;['Altruism', 'Compensation and Redress/*ethics', 'Humans', 'Kidney Failure, Chronic/*surgery', 'Kidney Transplantation/economics/*ethics', 'Living Donors/*ethics', 'Tissue and Organ Procurement/ethics'];;;;10.1007/s10728-008-0110-z
197;22719799;Article;2012;Medicine studies;;The Diversity of Responsibility: The Value of Explication and Pluralization.;;"PURPOSE: Although the term ""responsibility"" plays a central role in bioethics and public health, its meaning and implications are often unclear. This paper defends the importance of a more systematic conception of responsibility to improve moral philosophical as well as descriptive analysis. METHODS: We start with a formal analysis of the relational conception of responsibility and its meta-ethical presuppositions. In a brief historical overview, we compare global-collective, professional, personal, and social responsibility. The value of our analytical matrix is illustrated by sorting out the plurality of responsibility models in three cases (organ transplantation, advance directives, and genetic testing). RESULTS: Responsibility is a relational term involving at least seven relata. The analysis of the relata allows distinguishing between individual versus collective agency, retrospective versus prospective direction, and liability versus power relations. Various bioethical ambiguities result from insufficient, implicit, or  inappropriate ascriptions of responsibility. CONCLUSIONS: A systematic conception of responsibility is an important tool for bioethical reflection. It allows an in-depth understanding and critique of moral claims on a meta-ethical level without presuming one particular normative approach. Considering the concept of responsibility can also help to complement the current bioethical focus on individual autonomy by including the perspectives of other actors, such as family members or social groups.";;Schicktanz S, Schweda M;;eng;;;;;10.1007/s12376-011-0070-8
198;22238836;Article;2011;International journal of psychiatry in medicine;;A psychosocial evaluation process for living liver donors: the University of Rochester model.;;OBJECTIVE: The donation of livers by living donors entails complex processes, both surgically and psychosocially, potentially involving risks in both domains.  Thorough psychosocial evaluation is necessary to minimize those risks, yet little has been written about the donor assessment process. This article describes one such process, utilized by a transplant program in upstate New York. METHOD: Donor candidates undergo multiple psychosocial interviews early in the overall transplant evaluation process. Evaluators subsequently meet as a group, along with an independent ethicist, to determine psychosocial candidacy prior to final  medical/surgical clearance. RESULTS: Between 2003 and 2007, 416 donor candidates  initiated and/or underwent full evaluation, resulting in a 17.5% surgery and 55.5% exclusion rate among those individuals. Of those ruled out, 20.8% were for  (medical or psychosocial) reasons associated with the recipient, and 8.7% were for donor-related psychosocial issues. CONCLUSION: Given the primacy ofpsychosocial and ethical issues in living liver donor candidate evaluation, the multiple interview process, followed by team discussion and overseen by an ethicist removed from other transplant program functions, has advantages as a donor assessment model.;;Nickels MW, Cullen JP, Demme RA, Vetter M, Boulay R, Betts R, McKee M, Orloff M, Bozorgzadeh A;;eng;['Adult', 'Cooperative Behavior', 'Eligibility Determination/ethics', 'Ethics, Medical', 'Family/psychology', 'Female', 'Hospitals, University', 'Humans', 'Interdisciplinary Communication', 'Liver Transplantation/ethics/*psychology', 'Living Donors/ethics/*psychology', 'Male', 'Mass Screening/ethics/*psychology', 'Mental Disorders/diagnosis/psychology', 'Middle Aged', 'New York', 'Patient Care Team', 'Personality Assessment/*statistics & numerical data'];;;;10.2190/PM.41.4.a
199;22218608;Article;2011;BMJ (Clinical research ed.);;Debate on altruistic kidney donation was too simplistic.;;;;Potts SG;;eng;['Female', 'Humans', 'Kidney Transplantation/*ethics', 'Living Donors/*ethics', 'Male', 'Nephrectomy/*ethics', 'Tissue and Organ Procurement/*ethics'];;;;10.1136/bmj.d8229
200;22197975;Article;2012;Brain : a journal of neurology;;The transatlantic divide over brain death determination and the debate.;;In 1976, the Royal College of Physicians published neurological criteria of death. The memorandum stated that-after preconditions and exclusion criteria were met-the absence of brainstem function, including apnoea testing, would suffice. In the USA, many experts felt that brain death could be only determined by demonstrating death of the entire brain. In the history of further refinement of  UK and USA brain death criteria, one particular period stands out that would bring about an apparent transatlantic divide. On 13 October 1980, the British Broadcasting Corporation aired a programme entitled 'Transplants: Are the Donors  Really Dead?' Several United States experts not only disagreed with the United Kingdom criteria, but claimed that patients diagnosed with brain death using United Kingdom criteria could recover. The fallout of this television programme was substantial, as indicated by a media frenzy and a 6-month period of heated correspondence within The Lancet and The British Medical Journal. Members of the  Parliament questioned the potential long-term effect on the public's trust in organ transplantation. Given the concerns raised, the British Broadcasting Corporation commissioned a second programme, which was broadcast on 19 February 1981 entitled 'A Question of Life or Death: The Brain Death Debate.' Two panels debated the issues on the accuracy of the electroencephalogram and its place, the absolute need for assessing preconditions before an examination, the problems with recognition of toxins and the feasibility of doing a new prospective study in the United Kingdom, which would follow patients' examination assessed with United Kingdom criteria until cardiac standstill. The positions of the United States and United Kingdom remained diametrically opposed to each other. This article revisits this landmark moment and places it in a wider historical context. In the USA, the focus was not on the brainstem, and the definition of brain death became rapidly infused with terms such as whole brain death (all intracranial structures above the foramen magnum), cerebral death (all supratentorial structures) or higher brain death (cortical structures) virtually  synonymous with persistent vegetative state. This review also identifies the fortitude of neurosurgeon Bryan Jennett and neurologist Christopher Pallis by introducing new corroborative data on the diagnosis of brain death and clarifying the United Kingdom position. Both understood that brainstem death was the infratentorial consequence of a supratentorial catastrophe. With the 1995 American Academy of Neurology practice parameters, the differences between the UK and USA brain death determination would become much less apparent.;;Wijdicks EF;;eng;['Brain Death/*diagnosis', 'Ethics, Medical/history', 'History, 20th Century', 'Humans', 'Mass Media/history', 'Persistent Vegetative State', 'Tissue Donors/ethics/history', '*Transplantation/ethics/history', 'United Kingdom', 'United States'];;;;10.1093/brain/awr282
201;22161820;Article;2011;Swiss medical weekly;;Financial incentives to improve organ donation: what is the opinion of the Vaud French-speaking population?;;BACKGROUND: With the increase of the organ shortage, several authors assume that  financial incentives would improve organ donation rates and fill the unbalance between the demand and the organs available for transplant medicine. This line of argument has been criticised with people arguing that an exchange of money for organs would violate the legal and the ethical principle of gratuity, decrease voluntarism and increase the body parts commodification phenomena. PURPOSE: Switzerland is often highlighted as having under-average organ donation rates compared to other European countries. In this paper we investigate the opinions of the Vaud French-speaking population concerning direct, indirect and non financial incentives in order to assess their opinions and anticipate the further debate. METHODS: As part of a broad survey about the organ donation decision-making process, questions about incentives for both living and deceased  organ donation were addressed to Vaud inhabitants and physicians. RESULTS: The data collected showed that respondents were opposed to rewarding both living and  deceased organ donation. The analysis of positive answers showed that indirect and non financial incentives were the most likely choice to acknowledge the donor's act. People in critical financial situations preferred direct financial incentives. CONCLUSIONS: These results showed that altruism and gratuity were key-values in the organ donation and transplantation social perceptions of the respondents. Thus, we assume that introducing financial incentives could tarnish  the image of transplant medicine. Nevertheless, further studies are needed to evaluate if their introduction would improve the organ donation rates or decrease voluntarism.;;Bosisio F, Santiago M, Benaroyo L;;eng;['Adult', 'Altruism', 'Child', 'Cross-Sectional Studies', 'Female', 'Humans', 'Male', '*Motivation', 'Organ Transplantation/ethnology/*psychology', '*Public Opinion', 'Reward', 'Social Perception', 'Surveys and Questionnaires', 'Switzerland', 'Tissue and Organ Procurement/*economics/statistics & numerical data'];;;;10.4414/smw.2011.13312
202;22157604;Article;2011;Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses;;A historical, clinical, and ethical overview of the emerging science of facial transplantation.;;In the past 5 years, a total of 16 facial transplantation surgeries have been performed in France, China, Spain, and the United States. Facial transplantation  has become a surgical option in clinical situations in which soft tissue and bone loss is accompanied by severe cosmetic, sensory, and functional deficiencies due  to disease, trauma, or congenital malformations. With the introduction of facial  tissue transplantation surgery came complex clinical, technological, and ethical  patient care issues. These complex issues included determining patient selection  criteria, refining donor tissue procurement techniques, predicting expected functional outcomes, appreciating the limitations of obtaining a fully informed consent for an innovative procedure, and deliberating the immunological response  and postoperative immunosuppressant requirements of the recipient. In addition, psychological implications for the patient, societal consequences, and ethical concerns have been discussed. The short-term results have been positive. Results  to date indicate that the clinical, technical, and immunological patient care issues in this emerging science appear to mirror those of other reconstructive and organ transplantation procedures. The long-term physical, emotional, and psychological effects on the recipient patient, as well as long-term consequences to the donor's family, are yet to be validated.;;Evans LA;;eng;['*Facial Transplantation/ethics/history/methods', 'History, 20th Century', 'History, 21st Century', 'Humans'];;;;10.1097/PSN.0b013e31822f6611
203;22150956;Article;2012;American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons;;A criminological perspective: why prohibition of organ trade is not effective and how the Declaration of Istanbul can move forward.;;The Declaration of Istanbul is the first document that has been established by the international transplant community that defines and prohibits transplant commercialism and organ trafficking. Its Custodian Group has successfully led various countries to implement legislation against trafficking and commercialism. The question arises, however, whether efforts to prohibit organ trade are realistic and effective. The Declaration differentiates trafficking from commercialism, yet it does not mention how both acts should be approached by policy. Policies that address transplant commercialism work differently from policies that tackle organ trafficking. There is considerable room for improvement in the current prohibitive approach to commercialism and organ trafficking. The Custodian Group and World Health Organization (WHO) should address commercialism by encouraging the expansion of living donation in the same manner as they encourage deceased donation. Furthermore, the Custodian Group and  the WHO can improve their strategy to combat organ trafficking by raising awareness for enforcement. To achieve a consistent and effective prohibition of trafficking, legislation and law enforcement must go hand in hand. Ideally, this  can best be achieved by close collaboration between the medical field and (international) criminal justice agencies.;;Ambagtsheer F, Weimar W;;eng;['*Government Regulation', 'Humans', 'Organ Transplantation/ethics/*legislation & jurisprudence', 'Tissue Donors/ethics/*legislation & jurisprudence/supply & distribution', 'Tissue and Organ Procurement/ethics/*legislation & jurisprudence'];;;;10.1111/j.1600-6143.2011.03864.x
204;22150919;Article;2013;Bioethics;;Brain death in Islamic ethico-legal deliberation: challenges for applied Islamic  bioethics.;;Since the 1980s, Islamic scholars and medical experts have used the tools of Islamic law to formulate ethico-legal opinions on brain death. These assessments  have varied in their determinations and remain controversial. Some juridical councils such as the Organization of Islamic Conferences' Islamic Fiqh Academy (OIC-IFA) equate brain death with cardiopulmonary death, while others such as the Islamic Organization of Medical Sciences (IOMS) analogize brain death to an intermediate state between life and death. Still other councils have repudiated the notion entirely. Similarly, the ethico-legal assessments are not uniform in their acceptance of brain-stem or whole-brain criteria for death, and consequently their conceptualizations of, brain death. Within the medical literature, and in the statements of Muslim medical professional societies, brain death has been viewed as sanctioned by Islamic law with experts citing the aforementioned rulings. Furthermore, health policies around organ transplantation and end-of-life care within the Muslim world have been crafted with consideration of these representative religious determinations made by transnational, legally-inclusive, and multidisciplinary councils. The determinations of these councils also have bearing upon Muslim clinicians and patients who encounter the  challenges of brain death at the bedside. For those searching for 'Islamically-sanctioned' responses that can inform their practice, both the OIC-IFA and IOMS verdicts have palpable gaps in their assessments and remain clinically ambiguous. In this paper we analyze these verdicts from the perspective of applied Islamic bioethics and raise several questions that, if answered by future juridical councils, will better meet the needs of clinicians and bioethicists.;;Padela AI, Arozullah A, Moosa E;;eng;['*Brain Death', '*Ethics, Medical', 'Human Rights', 'Humans', '*Islam', '*Religion and Medicine', 'Terminal Care/ethics', 'Tissue and Organ Procurement/ethics'];;;;10.1111/j.1467-8519.2011.01935.x
205;22143436;Article;2011;Transplantation;;Informed consent and decision-making about adult-to-adult living donor liver transplantation: a systematic review of empirical research.;;Adult-to-adult living donor liver transplantation (LDLT) is a complex procedure that poses serious health risks to and provides no direct health benefit for the  donor. Because of this uneven risk-benefit ratio, ensuring donor autonomy through informed consent is critical. To assess the current knowledge pertaining to informed consent for LDLT, we conducted a systematic review of the empirical literature on donors' decision-making process, comprehension about risks and outcomes, and information needs for LDLT. Of the 1423 identified articles, 24 met final review criteria, representing the perspective of approximately 2789 potential and actual donors. As donors' decisions to donate often occur before evaluation, they often make uninformed decisions. The review found that 88% to 95% of donors reported understanding information clinicians disclosed about risks and benefits. However, donors reported unmet information needs, knowledge gaps regarding risks, and unanticipated complications. Few donors reported feeling pressure to donate. Most studies were limited by cultural differences, small sample sizes, inconsistent measures, and poor methodological approaches. This systematic review suggests that informed consent for LDLT is sub-optimal as donors do not adequately appreciate disclosed information during the informed consent process, despite United Network for Organ Sharing/CMS regulations requiring formal psychological evaluation of donor candidates. Interventions are  needed to improve donor-clinician communication during the LDLT informed consent  process such as through the use of comprehension assessment tools and e-health educational tools that leverage adult learning theory to effectively convey LDLT  outcome data.;;Gordon EJ, Daud A, Caicedo JC, Cameron KA, Jay C, Fryer J, Beauvais N, Skaro A, Baker T;;eng;['Adult', 'Decision Making', 'Empirical Research', 'Humans', '*Informed Consent/psychology', '*Liver Transplantation/ethics/psychology', '*Living Donors/psychology', 'Patient Education as Topic', 'Risk Assessment'];;;;10.1097/TP.0b013e31823817d5
206;22136444;Article;2012;Pediatric transplantation;;Too late to say it is too early--how to get children with non-cirrhotic metabolic diseases transplanted at the right time?;;;;Macchiaiolo M, Bartuli A, McKiernan P, Dionisi-Vici C, de Ville de Goyet J;;eng;['Child', 'Crigler-Najjar Syndrome/*therapy', 'Decision Making', 'Ethics, Medical', 'Family', 'Humans', 'Liver Transplantation/*methods/*statistics & numerical data/trends', 'Metabolic Diseases/*therapy', 'Referral and Consultation', 'Time Factors', 'Tissue and Organ Procurement'];;;;10.1111/j.1399-3046.2011.01623.x
207;22132422;Article;2011;Surgery;;Surrogate decision making: a woman in fulminant liver failure after an acetaminophen overdose.;;;;O'Connor ES, Schwarze ML, Kodner IJ, Keune JD;;eng;['Acetaminophen/*poisoning', 'Advance Care Planning/*ethics', 'Analgesics, Non-Narcotic/poisoning', 'Chronic Pain/drug therapy', 'Critical Care/ethics', 'Decision Making/ethics', 'Drug Overdose', 'Education, Medical, Continuing', 'Female', 'General Surgery/*ethics', 'Humans', 'Liver Failure, Acute/chemically induced/*surgery', 'Liver Transplantation/ethics', 'Middle Aged', 'Palliative Care/ethics', '*Proxy', 'Quality of Life'];;;;10.1016/j.surg.2011.09.029
208;22128499;Article;2011;Nephrology news & issues;;Remembering a motivator for patient autonomy.;;;;Neumann ME;;eng;['Economics/*history', 'History, 20th Century', 'History, 21st Century', 'Humans', 'Kidney Failure, Chronic/*psychology/therapy', 'Kidney Transplantation', 'Motivation', 'Patient Advocacy/*history', 'Personal Autonomy', 'Renal Dialysis/*psychology', 'Societies/*history'];;;;
209;22115203;Article;2011;The Annals of thoracic surgery;;The ethics of mechanical support: the need for new guidelines.;;;;Entwistle JW, Sade RM, Petrucci RJ;;eng;['Heart Failure/therapy', 'Heart Transplantation', 'Heart-Assist Devices/*ethics', 'Humans', '*Practice Guidelines as Topic'];;;UL1 RR029882/RR/NCRR NIH HHS/United States;10.1016/j.athoracsur.2011.07.084
210;22110096;Article;2011;JAMA;;A piece of my mind. The perfect match.;;;;Blumberg JM;;eng;['Adolescent', 'Adult', 'Age Factors', 'Aged', 'Female', 'Humans', 'Kidney Transplantation/ethics/*standards', 'Male', 'Middle Aged', 'Patient Selection', '*Tissue Donors', '*Waiting Lists'];;;;10.1001/jama.2011.1710
211;22106622;Article;2011;Indian journal of medical ethics;;Living unrelated kidney donors: ethical aspects of living kidney donation in Brazil.;;"Brazil has established the largest public kidney transplantation system in the world .46.2% of transplants in 2008 came from living donors. The vast majority of these involved relatives of the recipient; less than 8% came from unrelated donors. In 2008, Brazil's health minister proposed banning unrelated donors in kidney transplantation. A large number of the over 35,000 Brazilians on the waiting list for a kidney would be denied a transplant without the use of unrelated donors. Brazilian culture has a unique feature, the ""informal family"",  that is not legally recognised as a ""family entity and is bound by affection rather than genetic or legal ties. It is vital that Brazil establishes a regulated, standardised, and ethical system of organ procurement; creates awareness about transplantation in physicians and the public; upgrades facilities and standardises medical care, and enforces legislation for transplantation. However, outlawing the use of unrelated donors would result in injustice for many patients who seek kidneys.";;Ferreira GF, Guedes CD;;eng;['Brazil', 'Health Care Sector/ethics/legislation & jurisprudence', 'Humans', 'Kidney Transplantation/*ethics', 'Living Donors/*ethics/*legislation & jurisprudence', 'Tissue and Organ Procurement/*ethics/*legislation & jurisprudence'];;;;10.20529/IJME.2011.040
212;22099831;Article;2011;Transplantation proceedings;;Hand transplantation: is it an ethical decision, a bioethical one, or both?;;Essays by Seigler and Emmanuel define some criteria and requirements when doing an innovative procedure such as hand transplantation to determine whether it is possible to conduct clinical research. These criteria and requirements take into  account the patient, the medical team, and society. However, we think that there  are still other considerations that have not been given sufficient emphasis to justify an innovative procedure and are mainly determined by the patient and his  environment, along with other quality-of-life issues, including social acceptance (according to cultural norms), appearance (body image), and function. There should be a balance between the patient, the medical team, and societal considerations in the decision process. Progressive societies are responsible for the distribution of the necessary resources to perform innovative procedures while controlling the costs of integral treatment and ensuring related investigations, thus facilitating the evaluation and advancement of innovative surgery. If these factors are taken into account along with the criteria already  outlined involving the patient's cultural dimensions and the involved costs a decision can be made whether to proceed with hand transplantation. Being a difficult complex decision, it is imperative that it be made not only by an individual or group, either the patient or the medical team (ethical decision), but in conjunction with public discussion (bioethical decision) that not only takes into account the risks, benefits, and costs, but by including all criteria  must also be at least technical, human, and social.;;Bermudez J, Latorre LF, Moreno C, DeBedout R;;eng;['*Bioethics', 'Biomedical Research/ethics', 'Decision Making', '*Hand Transplantation', 'Humans', 'Program Development', 'Risk', 'Transplantation/*ethics/*methods/trends'];;;;10.1016/j.transproceed.2011.09.046
213;22099816;Article;2011;Transplantation proceedings;;End of life care in the operating room for non-heart-beating donors: organization at the University Hospital of Liege.;;Non-heart-beating (NHB) organ donation has become an alternative source to increase organ supply for transplantation. A NHB donation program was implemented in our institution in 2002. As in many institutions the end of life care of the NHB donor (NHBD) is terminated in the operating room (OR) to reduce warm ischemia time. Herein we have described the organization of end of life care for these patients in our institution, including the problems addressed, the solution proposed, and the remaining issues. Emphasis is given to our protocol elaborated  with the different contributors of the chain of the NHB donation program. This protocol specifies the information mandatory in the medical records, the end of life care procedure, the determination of death, and the issue of organ preservation measures before NHBD death. The persisting malaise associated with NHB donation reported by OR nurses is finally documented using an anonymous questionnaire.;;Joris J, Kaba A, Lauwick S, Lamy M, Brichant JF, Damas P, Ledoux D, Damas F, Lambermont B, Morimont P, Devos P, Delbouille MH, Monard J, Hans MF, DeRoover A, Honore P, Squifflet JP, Meurisse M, Detry O;;eng;['Belgium', 'Heart Arrest', 'Humans', 'Operating Room Nursing/methods', 'Operating Rooms', 'Organ Preservation/methods', 'Patient Selection', 'Surveys and Questionnaires', 'Terminal Care/*methods', 'Tissue Donors', 'Tissue and Organ Procurement/ethics/*methods/organization & administration/*trends', 'Universities', 'Warm Ischemia'];;;;10.1016/j.transproceed.2011.09.034
214;22099804;Article;2011;Transplantation proceedings;;Donor advocacy with special reference to Belgium.;;Before any published Belgian law, EU Directive, and/or EU Action Plan, the donor  advocate was naturally a member of the transplantation team performing living kidney donation. The need of donor advocacy appeared obvious with liver living donation, which was and is still a risky procedure. Today, it is clear that the donor advocacy must not be limited to living donation but extended to brain-dead  and cardiac-dead donation. Nevertheless, its complexity will need experienced persons in the field of organ donation as well as transplantation, while remembering that patients' first right is the right to donate.;;Squifflet JP;;eng;['Belgium', 'Brain Death', 'Ethics, Medical', 'Humans', 'Living Donors/legislation & jurisprudence', '*Patient Advocacy', 'Patient Selection', 'Risk', 'Tissue Donors', 'Tissue and Organ Procurement/*ethics/legislation & jurisprudence', 'Waiting Lists'];;;;10.1016/j.transproceed.2011.09.051
215;22099790;Article;2011;Transplantation proceedings;;A comparative study of the traditional method, and a point-score system for allocation of deceased-donor kidneys: a national multicenter study in Mexico.;;"BACKGROUND: The National Transplant Center in Mexico has ruled that deceased-donor kidney allocation is a function of each hospital's Internal Transplant Committee. The aim of this study was to compare and analyze results for of the traditional method and a point-score system in the allocation of deceased patient's kidneys. METHODS: The 12 major kidney transplant centers in the country having a deceased-donor program were invited to participate. Only 3 of them replied to the invitation during 2010. A point-score system was proposed  to them, comprising blood group, waiting list time, HLA type, and donor and recipient ages. Once the final recipient was chosen, an explanation of reasons for the choice was requested. Thirty-eight transplants were presented. Kappa coefficient was used to measure degree of agreement in both allocation systems. Organs donated for transplantation came from patients between 4 and 54 years old, including 52% female, 52% O+ blood type, 31% A+, and 11% B+, 44% cranial-encephalic trauma, and 44% brain hemorrhage. RESULTS: Global agreement was 52.6% (kappa = 0.343), and partial agreement was 76.3% (weighted kappa = 0.204), assigning more intensity to extreme values, but with a lower correlation  index. A more intense agreement, without discriminating by hospital, was found for ""A"" category (blood group), followed by ""B"" category (waiting list time). DISCUSSION: Taking into consideration the determining factors for long-term graft survival, it is indispensable to include criteria such as donor and recipient ages and HLA typife in the allocation process. This first draft of a point-score  system in organ allocation included waiting list time, blood group, urgency related to vascular/peritoneal access for dialysis, clinical condition, donor/recipient age ratio, and HLA antigenic compatibility.";;Cantu-Quintanilla G, Alberu J, Reyes-Acevedo R, Medeiros M, Villa MS, Arreola JM, Gracida C, Reyes-Lopez A;;eng;['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Ethics, Medical', 'Female', 'HLA Antigens/metabolism', 'Humans', 'Intracranial Hemorrhages/mortality', 'Kidney Transplantation/*methods', 'Male', 'Mexico', 'Middle Aged', 'Reproducibility of Results', '*Tissue Donors', 'Tissue and Organ Procurement/*methods/standards'];;;;10.1016/j.transproceed.2011.09.091
216;22098662;Article;2011;Advances in chronic kidney disease;;Transplantation and the primary care physician.;;Increasing appreciation of the survival benefits of kidney transplantation, compared with chronic dialysis, has resulted in more patients with kidney disease being referred and receiving organs. The evolving disparity between a rapidly increasing pool of candidates and a smaller pool of available donors has created  new issues for the physicians who care for kidney patients and their potential living donors. This article outlines current efforts to address the growing number of patients who await transplantation, including relaxation of traditional donation criteria, maximization of living donation, and donation schemas that permit incompatible donor-recipient pairs to participate through paired donation  and transplantation chains. New ethical issues faced by donors and recipients are discussed. Surgical advances that reduce the morbidity of donors are also described, as is the role of the primary physician in medical issues of both donors and recipients.;;McGill RL, Ko TY;;eng;['Cadaver', 'Humans', '*Kidney Transplantation', 'Medical Tourism/ethics', '*Physicians, Primary Care', 'Postoperative Care', 'Renal Insufficiency, Chronic/*surgery', 'Tissue Donors/supply & distribution', 'Tissue and Organ Procurement', 'Treatment Outcome'];;;;10.1053/j.ackd.2011.10.004
